text,text_type,real_tag,category,predicted_k_0,predicted_k_1,predicted_k_2,predicted_k_3,predicted_k_4,predicted_k_5,predicted_k_10,predicted_k_20,predicted_k_50
حقایقی تلخ برای خریداران، سرمایه‌گذاران و فروشندگان مسکن,only_title,1,اقتصادی,,,,,,,,,
حماس به تهدیدات بنت پاسخ داد,only_title,0,سیاسی,,,,,,,,,
عکس جالب وزیر ارتباطات در مراسم دیشب حسینیه امام(ره),only_title,0,سیاسی,,,,,,,,,
قیمت خودرو‌های سایپا و ایران خودرو ۶ آذر ۱۴۰۰,only_title,0,اقتصادی,,,,,,,,,
قیمت عجیب و غریب برای محصولات منسوخ شده اپل | راه پول درآوردن اینجاست!,only_title,0,علم و تکنولوژی,,,,,,,,,
عربستان برای کاراته کای بازنده‌اش سنگ تمام گذاشت,only_title,0,ورزشی,,,,,,,,,
کیهان: به کاهدان زدید! /لزوم عبور از بحران در روابط خارجی/اثر افزایش اجاره و صعود تورم,only_title,0,سیاسی,,,,,,,,,
سالانه تولید و نگهداری 900هزار اصله نهال در نهالستانهای استان سمنان  / شرط اصلی پیشبرد اهداف سازمانی ایجاد روحیه خودباوری است,only_title,0,اجتماعی,,,,,,,,,
بودجه مورد نیاز برای اجاره آپارتمان ۳۰ تا ۵۰ متر در تهران,only_title,0,اقتصادی,,,,,,,,,
آرزوی فرهاد قائمیان در روز تولدش چیست؟,only_title,0,فرهنگی و هنری,,,,,,,,,
۴ نفر از جویندگان گنج در رباط کریم بازداشت شدند,only_title,0,اجتماعی,,,,,,,,,
پورمحمدی: به انقلاب فرهنگی نیاز داریم / سخنگوی دولت: چرا یک نفر باید سی سال وزیر باشد و هنوز طلبکار باشد؟/جهش عجیب قیمت «دنبه» در بازار / دلار در بازار تهران سُر خورد,only_title,0,سیاسی,,,,,,,,,
آمار فوتی‌های کرونا امروز پنجشنبه ۳۰ تير ۱۴۰۱,only_title,0,اجتماعی,,,,,,,,,
روز قدس به نمادی برای مبارزه با استکبار جهانی تبدیل شده است,only_title,0,سیاسی,,,,,,,,,
شعبه دوم پرسپولیس؛ کوچک‌تر، ولی جذاب,only_title,0,ورزشی,,,,,,,,,
روستاهای دارای اینترنت پرسرعت کردستان به ۵۸۶ مورد افزایش یافت,only_title,0,علم و تکنولوژی,,,,,,,,,
۲۵ مجرم در کرمان دستگیر شدند,only_title,0,اجتماعی,,,,,,,,,
برخورد با محارب ضروری است,only_title,0,سیاسی,,,,,,,,,
ساعدی: باید از ظرفیت دانشگاهیان در تشکیل کابینه دولت آتی استفاده شود,only_title,0,سیاسی,,,,,,,,,
گفتگوی تلفنی امیرعبداللهیان با وزیر خارجه قطر,only_title,0,سیاسی,,,,,,,,,
نقش زنان در تمام عرصه‌های انقلاب اسلامی تاثیرگذار و برجسته است,only_title,0,سیاسی,,,,,,,,,
سیامک نعمتی و یک انتقاد ریز از باشگاه,only_title,0,ورزشی,,,,,,,,,
کمبود سس گوجه فرنگی در امریکا,only_title,0,اقتصادی,,,,,,,,,
محرک اصلی اردوغان در اخراج سفرای خارجی چیست؟,only_title,0,اخبار جهان,,,,,,,,,
جشنواره تئاتر بسیج نگاه ویژه‌ای به مسائل اجتماعی دارد,only_title,0,فرهنگی و هنری,,,,,,,,,
حسین ماهینی بازداشت شد | حکم قضایی برای حمایت اغتشاشات,only_title,1,ورزشی,,,,,,,,,
عرضه Vivo V23 Pro   با دوربین 64 مگاپیکسلی,only_title,0,علم و تکنولوژی,,,,,,,,,
کدام بازیکن لطمه بدی به استقلال و فرهاد مجیدی زد؟,only_title,0,ورزشی,,,,,,,,,
پخش سری جدید «دست فرمون» از نیمه مهر,only_title,0,فرهنگی و هنری,,,,,,,,,
افشای دستمزد نجومی مهران مدیری از صدا و سیما برای برنامه دورهمی,only_title,0,فرهنگی و هنری,,,,,,,,,
خونسردی عجیب پوتین هنگام شنیدن خبر ناتویی شدن فنلاند,only_title,0,اخبار جهان,,,,,,,,,
هم نظری مجلس و شورای نگهبان برای یک اقدام مهم | مجلس یازدهم طلسم اصلاح قانون انتخابات را می شکند؟,only_title,0,سیاسی,,,,,,,,,
مخبر و هیات وزیران، طرحهای سفر به خوزستان را نهایی و شناسنامه‌دار کردند,only_title,0,سیاسی,,,,,,,,,
آمار فوتی‌های کرونا امروز دوشنبه ۳ مرداد ۱۴۰۱,only_title,0,اجتماعی,,,,,,,,,
«قاسم‌پور» رئیس شورای اسلامی شهر کرج شد,only_title,0,ورزشی,,,,,,,,,
اختصاص تسهیلات ویژه اشتغالزایی برای کرمانشاه,only_title,0,اقتصادی,,,,,,,,,
پشت پرده تعطیلی مغازه‌ها در بازار بزرگ تهران | وضعیت حضور ماموران در بازار,only_title,1,اجتماعی,,,,,,,,,
آشنایی با اجاره خودرو,only_title,0,اقتصادی,,,,,,,,,
رازگشایی از دلایل افزایش قیمت سیمان در بازار,only_title,0,اقتصادی,,,,,,,,,
(ویدئو) مسخره‌ترین پنالتی تاریخ فوتبال!,only_title,0,ورزشی,,,,,,,,,
تصمیم مهم کی‌روش درباره ستاره بوندس‌لیگایی تیم ملی,only_title,1,ورزشی,,,,,,,,,
ایران بی بی سی فارسی و  ایران اینترنشنال را تحریم کرد | فهرست جدید تحریم‌های ایران علیه مؤسسات و مقامات غربی,only_title,0,سیاسی,,,,,,,,,
ادعای «نیویورک ‌تایمز» درباره ترور یک نخبه ایرانی,only_title,1,سیاسی,,,,,,,,,
تصاویر | توهین‌ رسمی آمریکا به پرچم ایران | انگلیس و آمریکا علیه نام و پرچم ایران شدند!,only_title,1,ورزشی,,,,,,,,,
الناز رکابی خداحافظی می کند؟ | تصمیم بانوی سنگنورد ایرانی در خصوص تیم ملی,only_title,0,ورزشی,,,,,,,,,
آمار فوتی‌های کرونا امروز شنبه ۲۵ تیر ۱۴۰۱,only_title,0,اجتماعی,,,,,,,,,
آتش سوزی در پایگاه هوایی ناصریه عراق,only_title,0,اخبار جهان,,,,,,,,,
واکنش معنادار پزشکیان به ردصلاحیتش: چه مبارک سحری بود چه فرخنده شبی /به خاطر اعتقادم، هم نامم را می دهم و هم نانم را /هیچ رایزنی نمی کنم,only_title,0,سیاسی,,,,,,,,,
آقایان نباید گروسی را به ایران راه دهند! | آمریکایی‌ها از کانال ۲کشور پیگیر مذاکرات مستقیم با ایران هستند | گشایش در مذاکرات در راه است؟,only_title,0,سیاسی,,,,,,,,,
عکس | این زن ایرانی کنار بازیکن آمریکا در دیدار با ایران چه می‌کند؟,only_title,0,ورزشی,,,,,,,,,
دختری‌ که هله‌هوله‌های جدید اختراع می‌کند!,only_title,0,فرهنگی و هنری,,,,,,,,,
تعرفه برق مشترکان با مصارف نجومی باید متناسب با مصرفشان باشد,only_title,1,اجتماعی,,,,,,,,,
یارانه نقدی ۱۴۰۱ به کجا رسید؟,only_title,1,اقتصادی,,,,,,,,,
تولید کفش کاملاً قابل تجزیه با جلبک,only_title,0,علم و تکنولوژی,,,,,,,,,
کارگاه‌های فرهنگی واجتماعی می‌تواند سبب کاهش آسیب‌های اجتماعی شود,only_title,0,اجتماعی,,,,,,,,,
با سفر رئیس جمهور به چین اسناد مهمی امضا می‌شود / برای تبادل زندانیان با آمریکا آمادگی کامل داریم,only_title,0,سیاسی,,,,,,,,,
پیش‌بینی وضعیت آب و هوای تهران فردا سه شنبه ۱۹مرداد ۱۴۰۰,only_title,0,اجتماعی,,,,,,,,,
نتایج آزمون وکالت سال ۹۹ امروز اعلام می‌شود/ ۷۸ درصد داوطلبان پذیرفته شدند,only_title,0,اجتماعی,,,,,,,,,
تفال به حافظ امروز دوشنبه ۱۱ مهرماه ۱۴۰۱,only_title,0,فرهنگی و هنری,,,,,,,,,
لزوم نظارت بر کسب و کارهای مجازی/ پرداخت حقوق بازرسان صنفی در دستور کار,only_title,0,اقتصادی,,,,,,,,,
خبر مهم گروسی از تفاهم با ایران: سفر هفته گذشته متفاوت از قبل بود,only_title,0,سیاسی,,,,,,,,,
(عکس) شلوار لی عتیقه ۸۷ هزار دلار فروخته شد!,only_title,0,علم و تکنولوژی,,,,,,,,,
کتاب «خان طومان یا خرمشهر؟» روانه بازار نشر شد,only_title,0,فرهنگی و هنری,,,,,,,,,
۲۲ درصد اراضی زراعی گلستان سنددار شد,only_title,0,اجتماعی,,,,,,,,,
کمک یک میلیارد تومانی به آزادی زندانیان جرائم غیر عمد یزد,only_title,0,اجتماعی,,,,,,,,,
درخشش روابط عمومی نیروگاه بندرعباس در ارزیابی سالیانه صنعت برق حرارتی کشور,only_title,0,اجتماعی,,,,,,,,,
حساب بانکی با هزار تراکنش واریزی ۳۵ میلیارد تومان هم ممکن است تجاری نباشد/ نگرانی رئیس کل بانک مرکزی از مراجعه مردم به بانک‌ها برای معرفی حساب شخصی به نام تجاری! / حساب بانکی بورسی‌ها هم تجاری است؟,only_title,1,اقتصادی,,,,,,,,,
قهرمانی پرسپولیس با وزیر جدید؛ کیوسک ۹ آذر,only_title,0,ورزشی,,,,,,,,,
ژاپن موشک‌هایی با برد ۳هزار کیلومتر می‌سازد,only_title,0,سیاسی,,,,,,,,,
فردیناند مارکوس در انتخابات ریاست جمهوری فیلیپین پیروز شد,only_title,0,اخبار جهان,,,,,,,,,
قیمت آجیل شب یلدا اعلام شد | هر کیلو آجیل ممتاز چند؟,only_title,0,اقتصادی,,,,,,,,,
گروگانگیری در اداره اموال تملیکی ایلام,only_title,0,اجتماعی,,,,,,,,,
پاسخ مربیان کلمبیایی به یک سئوال/ چرا کی‌روش با ایران موفق شد؟,only_title,0,ورزشی,,,,,,,,,
پروژه تولید بیرقدار بین اوکراین و ترکیه کلید خورد,only_title,0,اخبار جهان,,,,,,,,,
رسمی؛ علیرضا ابراهیمی به پرسپولیس پیوست,only_title,1,ورزشی,,,,,,,,,
(ویدئو) سانسور عجیب سریال زخم کاری؛ لاک زدن پشت گلدان!,only_title,0,فرهنگی و هنری,,,,,,,,,
اطلاعیه مهم سپاه استان البرز  | تعدادی از اعضای شورای شهر کمالشهر کرج بازداشت  شدند,only_title,0,سیاسی,,,,,,,,,
حضور دوباره محمدرضا حیاتی در تلویزیون نشانه چیست؟,only_title,0,فرهنگی و هنری,,,,,,,,,
اوج بار ترافیکی در پایتخت/ شهروندان ترددهای خود را مدیریت کنند,only_title,0,اجتماعی,,,,,,,,,
صدور پروانه‌های احداث و پایان کار ساختمانی‌در شهرکهای صنعتی استان سمنان به صورت الکترونیکی صادر می‌شود,only_title,0,اقتصادی,,,,,,,,,
امیرعبداللهیان درگذشت ساعی را تسلیت گفت,only_title,0,سیاسی,,,,,,,,,
پدر مژده 16ساله: به من گفتند دخترم با روسری خودش را خفه کرده اما خودم جای طناب را روی گردنش دیدم,only_title,0,فرهنگی و هنری,,,,,,,,,
از اول فصل با گل‌محمدی مشکل داشتند!,only_title,0,ورزشی,,,,,,,,,
فتح خرمشهر نماد پیروزی بزرگ است,only_title,0,سیاسی,,,,,,,,,
توله «ایران» به خاطر اختلال ژنتیکی مرد؟,only_title,0,اجتماعی,,,,,,,,,
تعداد وحشتناک کشته‌ها در ناآرامی‌های چهارشنبه | عاملان جان باختن چند انسان بی‌گناه را بشناسید,only_title,1,اجتماعی,,,,,,,,,
سانسور سیدمحمد خاتمی و آیت الله هاشمی در مستند انتخاباتی مهرعلیزاده,only_title,0,فرهنگی و هنری,,,,,,,,,
نرخ غذای دانشجویی ابلاغ شد/ نحوه تعیین نرخ غذای دانشجویان سنواتی,only_title,0,اقتصادی,,,,,,,,,
ببینید | قیچی‌برگردان تماشایی جهانبخش در شب صعود | کامبک شیرین با درخشش ستاره ایرانی,only_title,0,ورزشی,,,,,,,,,
رشد ۵۱۲ درصدی فروش اموال تملیکی در هرمزگان,only_title,0,اجتماعی,,,,,,,,,
هیاهوی سحر قریشی با تایید جدایی از امیر تتلو و تاتوهای صورت اش,only_title,0,سیاسی,,,,,,,,,
افول سریع امریکا در تلاش برای حفظ هژمونی,only_title,0,سیاسی,,,,,,,,,
بازداشت آن زن در قم، زیبنده حوزه و روحانیت حاکم نیست,only_title,0,سیاسی,,,,,,,,,
عکس| انتقاد تند به دستمزد هنگفت رونالدو,only_title,1,ورزشی,,,,,,,,,
یک موفقیت بزرگ برای وایولا دیویس/ کسب لقب نادر ایگات,only_title,0,فرهنگی و هنری,,,,,,,,,
ممنوعیت کاشت ناخن ۶ ماه پیش ابلاغ شد/«می‌گویند مژه کاشتن مانع وضو گرفتن است»,only_title,1,اجتماعی,,,,,,,,,
منطقه ذوالفقاری در اولویت اجرای پروژه کانال دفع آبهای سطحی قرار دارد,only_title,0,اجتماعی,,,,,,,,,
حل مشکل تعاونی مسکن ارتش قزوین مستلزم توافق اعضاء,only_title,0,اقتصادی,,,,,,,,,
اظهارات مخالفان و موافقان قطعنامه آمریکایی درباره لغو عضویت ایران در کمیسیون مقام زن,only_title,1,اخبار جهان,,,,,,,,,
ایران در حال آتش گرفتن است! | اظهارات عجیب و اپوزیسیون‌ پسند آقای دبیرکل ...,only_title,0,سیاسی,,,,,,,,,
پسربچه «قصه‌های تابه‌تا» کجاست؟ |‌ مردم هنوز با زیزی‌گولو خاطره دارند,only_title,0,فرهنگی و هنری,,,,,,,,,
حقوق بهمن‌ ماه و عیدی بازنشستگان کشوری واریز شد,only_title,1,اقتصادی,,,,,,,,,
گزارش یک نهاد حقوق بشری در خصوص شکنجه در عربستان,only_title,0,سیاسی,,,,,,,,,
۱۲ قلم جهیزیه به نوعروسان در باشت اهدا شد,only_title,0,اجتماعی,,,,,,,,,
خطرناک‌ترین پدیده این روز‌های اقتصاد ایران / شری که دامن همه را می‌گیرد!,only_title,0,اقتصادی,,,,,,,,,
زن، زندگی، آزادی را چگونه باید فهمید؟ | باید از روزی ترسید که...,only_title,0,سیاسی,,,,,,,,,
استقلال از این گردنه سالم عبور می‌کند؟,only_title,0,ورزشی,,,,,,,,,
طرز تهیه کیک یزدی لطیف و خوشمزه بازاری,only_title,0,اقتصادی,,,,,,,,,
قیمت خودرو‌های ایران‌خودرو و سایپا امروز پنجشنبه ۱۸ آذر ۱۴۰۰,only_title,0,اقتصادی,,,,,,,,,
چرا «مهسا امینی» به اغماء رفت؟,only_title,1,فرهنگی و هنری,,,,,,,,,
حمله به روحانیون در حرم رضوی | اعلام جزئیات اعترافات و محتویات تلفن همراه ضارب,only_title,1,سیاسی,,,,,,,,,
ویدئو | بارش برف در تهران | امروز بارش ها در کدام مناطق کشور بیشتر است؟,only_title,1,اجتماعی,,,,,,,,,
شهاب حسینی در زندان اوین,only_title,0,سیاسی,,,,,,,,,
(ویدئو) کشف فسیل نهنگ ۳۶ میلیون ساله ماقبل تاریخ,only_title,0,علم و تکنولوژی,,,,,,,,,
طلسم پرسپولیس در اراک شکست/ یحیی با کمک محرم به فرهاد رسید,only_title,0,ورزشی,,,,,,,,,
نخستین دوره مسابقات شطرنج جام زعفران در قاین برگزار شد,only_title,0,ورزشی,,,,,,,,,
تدارک گسترده اسرائیل برای مقابله با ایران,only_title,1,سیاسی,,,,,,,,,
بازدید معاون وزیر کشور از بازار تهران در روز فراخوان ضد انقلاب برای اعتصاب | با مخلان کسب‌وکار برخورد می‌شود,only_title,0,سیاسی,,,,,,,,,
ببینید | تصاویر دوربین مداربسته دانشگاه آزاد از حضور دانشجونمای مسلح,only_title,0,سیاسی,,,,,,,,,
خبر «فارس» از واکنش «دو مداح » به ماجرای مهسا امینی,only_title,0,سیاسی,,,,,,,,,
محل تیراندازی تروریست‌ها به زوار حرم شاهچراغ شیراز | ورود فرد مسلح به شبستان امام خمینی و مضجع شریف | عامل اصلی دستگیر شد | آمار جدید شهدا و مجروحین,only_title,1,سیاسی,,,,,,,,,
کشف  گوشواره مفرغی شکسته و سازه‌های حرارتی در محوطه ۱۴ سد چمشیر,only_title,0,اجتماعی,,,,,,,,,
قیمت دلار در صرافی و بازار آزاد | تغییرات قیمت دلار و یورو را ببینید ؛‌ امروز ۲۵ آبان ۱۴۰۱,only_title,0,اقتصادی,,,,,,,,,
انتقاد تند نماینده مجلس از  حامیان  افزایش  10 درصدی حقوق کارکنان دولت :  حقوق خودشان بالاست یا نمی دانند در بازار چه خبر است,only_title,1,سیاسی,,,,,,,,,
پیشروی دلار در کانال ۲۶ هزار تومان؟,only_title,0,اقتصادی,,,,,,,,,
با حاشیه‌سازان برخورد خواهیم کرد/ اجازه هیچ مداخله‌ای را نمی‌دهیم,only_title,0,ورزشی,,,,,,,,,
مدال تیم ملی تنیس روی میز بانوان قطعی شد,only_title,0,ورزشی,,,,,,,,,
آیا بحران اوکراین باعث آغاز جنگ جهانی سوم خواهد شد؟,only_title,0,سیاسی,,,,,,,,,
رانندگان حادثه‌ساز در ایام نوروز به پلیس راهور دعوت می‌شوند,only_title,1,اجتماعی,,,,,,,,,
تصاویر جذاب استارت زدن بوگاتی بولاید | صدای خارق‌العاده موتورهای هیولای ۱۶ سیلندری,only_title,0,علم و تکنولوژی,,,,,,,,,
"بستری‌های ""مشکوک به کرونا"" در کرمانشاه از مرز ۴۰۰ نفر گذشت",only_title,0,اجتماعی,,,,,,,,,
درباره دانشجویان شریف چه تصمیمی گرفته شد؟ | دانشجویانی که مورد ضرب و شتم و فحاشی قرار گرفته‌اند بخوانند,only_title,1,سیاسی,,,,,,,,,
تراکتور با سه خرید خمز مدعی قهرمانی می‌شود؟,only_title,0,ورزشی,,,,,,,,,
اینفوگرافیک | واقعیتی که خودروسازان از مردم پنهان می‌کنند,only_title,0,علم و تکنولوژی,,,,,,,,,
پنت هاوس های ۱۲۰ میلیاردی در تهران | جدول قیمت پنت هاوس‌ها در تهران,only_title,0,اقتصادی,,,,,,,,,
تبدیل یزد به یک کارگاه عمرانی بزرگ/تزریق ۱۵۰۰میلیارد تومان به یزد,only_title,0,اقتصادی,,,,,,,,,
پیش‌بینی افزایش ۲۰ درصدی سفرها در نوروز ۱۴۰۲,only_title,0,اجتماعی,,,,,,,,,
شرایط رجیستری تلفن همراه مسافر تغییر کرد | جزئیات اعلام شد,only_title,0,اقتصادی,,,,,,,,,
(تصاویر) وقتی هیوندای به فکر شهرسازی می‌افتد!,only_title,0,علم و تکنولوژی,,,,,,,,,
ادعای عجیب؛ بازیکن ۳۵ ساله در راه استقلال!/عکس,only_title,0,ورزشی,,,,,,,,,
واتساپ نظرسنجی گذاشت / عکس,only_title,0,علم و تکنولوژی,,,,,,,,,
رونالدو: در لحظه سخت دوستان واقعی را شناختم,only_title,0,ورزشی,,,,,,,,,
سعید مظفری‌زاده: پرسپولیس به خاطر نبود VAR ضرر کرد!,only_title,0,ورزشی,,,,,,,,,
مخالفت برخی کشورها با ذکر هدف محدود کردن گرمایش جهانی در متن COP۲۷,only_title,0,سیاسی,,,,,,,,,
از شک به یک نفوذی تا  بازجویی از یک مامور ساواک  | ماندگارترین سکانس های بازجویی در سینمای ایران,only_title,0,فرهنگی و هنری,,,,,,,,,
برندگان خوش شانس ایران خودرو مشخص شدند | جزئیات ثبت نامی‌ها و خودروها,only_title,1,اقتصادی,,,,,,,,,
درخواست نمایندگان برای دعوت از رییس جمهور برای حضور در جلسه ارزی مجلس,only_title,0,سیاسی,,,,,,,,,
داعش علیه مقاومت اعلام جنگ کرد,only_title,0,اخبار جهان,,,,,,,,,
(تصاویر) فرار غیرنظامیان افغان از جهنم طالبان,only_title,1,سیاسی,,,,,,,,,
(تصاویر) موتورسیکلت برقی جدید و ارزان قیمت هوندا,only_title,0,علم و تکنولوژی,,,,,,,,,
جزئیات تجمعات اعتراضی شب گذشته در نقاط مختلف تهران | از شعارهای تند تا شکستن شیشه خودروها | لیدرهای آشوبگر دستگیر شدند,only_title,0,سیاسی,,,,,,,,,
یک پرسپولیسی ترمز استقلال را کشید | آبی ها در کورس قهرمانی جا ماندند,only_title,1,ورزشی,,,,,,,,,
انهدام سه تیم تروریستی توسط سپاه پاسداران,only_title,0,سیاسی,,,,,,,,,
شانس مسی برای تکمیل یک سه‌گانه منحصر به فرد,only_title,0,ورزشی,,,,,,,,,
از بیکاری ۲ میلیون کارگر ایرانی به خاطر کرونا تا ردیابی همه واکسن‌ها,only_title,1,اجتماعی,,,,,,,,,
مپنا در شهرک پتروشیمی مکران نیروگاه می‌سازد,only_title,0,اقتصادی,,,,,,,,,
شرط جدید و مهم برای خرید خودرو از بورس,only_title,0,اقتصادی,,,,,,,,,
واکنش زاکانی به حواشی اردوی بهشت‌ زهراگردی | گلزار شهدای بهشت زهرا (س) به یک مکان علم آموزی تبدیل خواهد شد,only_title,0,اجتماعی,,,,,,,,,
"برگزاری آیین رونمایی از جشنواره فرهنگی گردشگری "" ماه عسل کیش""",only_title,0,اجتماعی,,,,,,,,,
میزان تسهیلات فرزندآوری تا فرزند پنجم و به بعدش تعیین شد | وام فرزندآوری به چه کسانی تعلق می‌گیرد؟,only_title,1,سیاسی,,,,,,,,,
خبر مهم عضو شورای عالی کار درباره حقوق کارگران/ فرمول تعیین نرخ دستمزد تغییر کرد,only_title,1,اقتصادی,,,,,,,,,
تأمین منافع ملی و امنیت کشور خط قرمز ما است,only_title,0,سیاسی,,,,,,,,,
تصاویر گونه منقرض شده انسان که در لهستان کشف شد | ویژگی این انسان‌ها چه بود؟,only_title,1,علم و تکنولوژی,,,,,,,,,
اولین واکنش کتائب سیدالشهداء عراق به حمله آمریکا,only_title,0,اخبار جهان,,,,,,,,,
کشف محموله ۴ هزار تن پسته توسط گشت‌های ویژه تعزیرات,only_title,0,اجتماعی,,,,,,,,,
(تصاویر) مادر و نوزاد ۲۹ ساعت پس از زلزله از زیر آوار نجات یافتند,only_title,0,سیاسی,,,,,,,,,
هجدهمین دوره آزمون های ارزیابی و اعطای مدرک تخصصی به حافظان قرآن کریم برگزار می شود,only_title,0,فرهنگی و هنری,,,,,,,,,
لیگ قهرمانان | پیروزی دوباره چلسی برابر میلان | شکست غیرمنتظره یوونتوس و تساوی کهکشانی ها,only_title,1,ورزشی,,,,,,,,,
به آتش کشیده شدن یک مسجد در یزد توسط افراد ناشناس,only_title,0,اجتماعی,,,,,,,,,
روایت اللهیار صیادمنش از زلزله ترکیه و وضعیت خانواده همسرش,only_title,0,اجتماعی,,,,,,,,,
قیمت دلار و یورو در آخرین روز بهمن چقدر شد؟,only_title,0,اقتصادی,,,,,,,,,
قیمت های عجیب تسبیح,only_title,0,اجتماعی,,,,,,,,,
قیمت‌ها در بازار ارز دیجیتال چهارشنبه ۲۹ تیر؛ زمستان بیت‌کوین به پایان رسید؟,only_title,0,اقتصادی,,,,,,,,,
گفتگوی صریح نخبگان با اژه ای | درباره اتفاقات اخیر اگر به دنبال منشا نرویم دوباره تکرار می شود | متخصصان و نخبگان چه گفتند؟,only_title,0,سیاسی,,,,,,,,,
قطع ناگهانی توزیع بنزین در جایگاه های سوخت,only_title,1,اقتصادی,,,,,,,,,
عکس| شما یادتان نمی‌آید؛ یک زمانی در بوفه مدارس کیک با قرص پیدا می‌شد!,only_title,0,اجتماعی,,,,,,,,,
جزییات قرارداد مالی شهرداری تهران با یاسر هاشمی,only_title,0,اجتماعی,,,,,,,,,
تصاویری از محو شدن ایرباس ۳۸۰ لحظاتی پس از برخاستن از زمین!,only_title,0,علم و تکنولوژی,,,,,,,,,
اعتصاب غذای ۱۳۰روزه اسیر فلسطینی/طرح ایجاد ۳ شهرک در کرانه باختری,only_title,0,اخبار جهان,,,,,,,,,
خداحافظی با زمین و خانه قولنامه‌ای/ هشدار رئیس سازمان ثبت اسناد و املاک کشور به زمین داران,only_title,0,اقتصادی,,,,,,,,,
(ویدئو) ملاقات بحث برانگیز نصرت با مادرش؛ عینکت را بردار!,only_title,0,ورزشی,,,,,,,,,
رونمایی از BMW XM | تصاویر این شاسی‌بلند هیجان‌انگیز را ببینید,only_title,0,علم و تکنولوژی,,,,,,,,,
چرا بورس به مصوبات جلسات سران قوه روی خوش نشان نداد؟,only_title,0,اقتصادی,,,,,,,,,
رفع فیلتر ۳ پلتفرم | اطلاعیه وزارت ارتباطات و فناوری اطلاعات,only_title,1,علم و تکنولوژی,,,,,,,,,
تخصیص ۲ میلیارد ریال اعتبار برای دهمین جشنواره تئاتر البرز,only_title,0,فرهنگی و هنری,,,,,,,,,
فدراسیون فوتبال عربستان پیشنهاد ایران را رد کرد,only_title,1,ورزشی,,,,,,,,,
دستور مخبر به سازمان برنامه و بودجه برای پرداخت منابع مالی در هفته آینده / دریافت کنندگان چه کسانی هستند؟,only_title,0,سیاسی,,,,,,,,,
(تصاویر) کارزار جوانان غزه برای پاکسازی خیابان‌های جنگ زده,only_title,0,سیاسی,,,,,,,,,
ترافیک سنگین در آزادراه کرج - قزوین,only_title,0,اجتماعی,,,,,,,,,
صدور ۳۵۹ فقره جواز تاسیس با امکان سرمایه‌گذاری ۱۱ هزار میلیارد تومانی,only_title,0,اجتماعی,,,,,,,,,
طالبان ۲۶ تانکر سوخت ایران را پس فرستاد,only_title,0,اخبار جهان,,,,,,,,,
ایجاد کمپ های ورزشی شاه کلید توسعه گردشگری و اقتصادی کیش,only_title,0,اجتماعی,,,,,,,,,
