text,text_type,real_tag,category,predicted_k_0,predicted_k_1,predicted_k_2,predicted_k_3,predicted_k_4,predicted_k_5,predicted_k_10,predicted_k_20,predicted_k_50
پورمحمدی: به انقلاب فرهنگی نیاز داریم / سخنگوی دولت: چرا یک نفر باید سی سال وزیر باشد و هنوز طلبکار باشد؟/جهش عجیب قیمت «دنبه» در بازار / دلار در بازار تهران سُر خورد,title,0,سیاسی,,,,,,,,0,
آمار فوتی‌های کرونا امروز پنجشنبه ۳۰ تير ۱۴۰۱,title,0,اجتماعی,,,,,,,,0,
روز قدس به نمادی برای مبارزه با استکبار جهانی تبدیل شده است,title,0,سیاسی,,,,,,,,0,
شعبه دوم پرسپولیس؛ کوچک‌تر، ولی جذاب,title,0,ورزشی,,,,,,,,0,
روستاهای دارای اینترنت پرسرعت کردستان به ۵۸۶ مورد افزایش یافت,title,0,علم و تکنولوژی,,,,,,,,0,
۲۵ مجرم در کرمان دستگیر شدند,title,0,اجتماعی,,,,,,,,0,
برخورد با محارب ضروری است,title,0,سیاسی,,,,,,,,0,
ساعدی: باید از ظرفیت دانشگاهیان در تشکیل کابینه دولت آتی استفاده شود,title,0,سیاسی,,,,,,,,0,
گفتگوی تلفنی امیرعبداللهیان با وزیر خارجه قطر,title,0,سیاسی,,,,,,,,0,
نقش زنان در تمام عرصه‌های انقلاب اسلامی تاثیرگذار و برجسته است,title,0,سیاسی,,,,,,,,1,
سیامک نعمتی و یک انتقاد ریز از باشگاه,title,0,ورزشی,,,,,,,,0,
کمبود سس گوجه فرنگی در امریکا,title,0,اقتصادی,,,,,,,,0,
محرک اصلی اردوغان در اخراج سفرای خارجی چیست؟,title,0,اخبار جهان,,,,,,,,0,
جشنواره تئاتر بسیج نگاه ویژه‌ای به مسائل اجتماعی دارد,title,0,فرهنگی و هنری,,,,,,,,0,
حسین ماهینی بازداشت شد | حکم قضایی برای حمایت اغتشاشات,title,1,ورزشی,,,,,,,,0,
عرضه Vivo V23 Pro   با دوربین 64 مگاپیکسلی,title,0,علم و تکنولوژی,,,,,,,,0,
کدام بازیکن لطمه بدی به استقلال و فرهاد مجیدی زد؟,title,0,ورزشی,,,,,,,,1,
پخش سری جدید «دست فرمون» از نیمه مهر,title,0,فرهنگی و هنری,,,,,,,,0,
افشای دستمزد نجومی مهران مدیری از صدا و سیما برای برنامه دورهمی,title,0,فرهنگی و هنری,,,,,,,,0,
خونسردی عجیب پوتین هنگام شنیدن خبر ناتویی شدن فنلاند,title,0,اخبار جهان,,,,,,,,0,
هم نظری مجلس و شورای نگهبان برای یک اقدام مهم | مجلس یازدهم طلسم اصلاح قانون انتخابات را می شکند؟,title,0,سیاسی,,,,,,,,1,
مخبر و هیات وزیران، طرحهای سفر به خوزستان را نهایی و شناسنامه‌دار کردند,title,0,سیاسی,,,,,,,,0,
آمار فوتی‌های کرونا امروز دوشنبه ۳ مرداد ۱۴۰۱,title,0,اجتماعی,,,,,,,,0,
«قاسم‌پور» رئیس شورای اسلامی شهر کرج شد,title,0,ورزشی,,,,,,,,0,
اختصاص تسهیلات ویژه اشتغالزایی برای کرمانشاه,title,0,اقتصادی,,,,,,,,0,
پشت پرده تعطیلی مغازه‌ها در بازار بزرگ تهران | وضعیت حضور ماموران در بازار,title,1,اجتماعی,,,,,,,,0,
آشنایی با اجاره خودرو,title,0,اقتصادی,,,,,,,,0,
رازگشایی از دلایل افزایش قیمت سیمان در بازار,title,0,اقتصادی,,,,,,,,0,
(ویدئو) مسخره‌ترین پنالتی تاریخ فوتبال!,title,0,ورزشی,,,,,,,,0,
تصمیم مهم کی‌روش درباره ستاره بوندس‌لیگایی تیم ملی,title,1,ورزشی,,,,,,,,0,
ایران بی بی سی فارسی و  ایران اینترنشنال را تحریم کرد | فهرست جدید تحریم‌های ایران علیه مؤسسات و مقامات غربی,title,0,سیاسی,,,,,,,,0,
ادعای «نیویورک ‌تایمز» درباره ترور یک نخبه ایرانی,title,1,سیاسی,,,,,,,,0,
تصاویر | توهین‌ رسمی آمریکا به پرچم ایران | انگلیس و آمریکا علیه نام و پرچم ایران شدند!,title,1,ورزشی,,,,,,,,0,
الناز رکابی خداحافظی می کند؟ | تصمیم بانوی سنگنورد ایرانی در خصوص تیم ملی,title,0,ورزشی,,,,,,,,1,
آمار فوتی‌های کرونا امروز شنبه ۲۵ تیر ۱۴۰۱,title,0,اجتماعی,,,,,,,,0,
آتش سوزی در پایگاه هوایی ناصریه عراق,title,0,اخبار جهان,,,,,,,,0,
واکنش معنادار پزشکیان به ردصلاحیتش: چه مبارک سحری بود چه فرخنده شبی /به خاطر اعتقادم، هم نامم را می دهم و هم نانم را /هیچ رایزنی نمی کنم,title,0,سیاسی,,,,,,,,1,
آقایان نباید گروسی را به ایران راه دهند! | آمریکایی‌ها از کانال ۲کشور پیگیر مذاکرات مستقیم با ایران هستند | گشایش در مذاکرات در راه است؟,title,0,سیاسی,,,,,,,,0,
عکس | این زن ایرانی کنار بازیکن آمریکا در دیدار با ایران چه می‌کند؟,title,0,ورزشی,,,,,,,,0,
دختری‌ که هله‌هوله‌های جدید اختراع می‌کند!,title,0,فرهنگی و هنری,,,,,,,,0,
تعرفه برق مشترکان با مصارف نجومی باید متناسب با مصرفشان باشد,title,1,اجتماعی,,,,,,,,1,
یارانه نقدی ۱۴۰۱ به کجا رسید؟,title,1,اقتصادی,,,,,,,,1,
تولید کفش کاملاً قابل تجزیه با جلبک,title,0,علم و تکنولوژی,,,,,,,,0,
کارگاه‌های فرهنگی واجتماعی می‌تواند سبب کاهش آسیب‌های اجتماعی شود,title,0,اجتماعی,,,,,,,,0,
با سفر رئیس جمهور به چین اسناد مهمی امضا می‌شود / برای تبادل زندانیان با آمریکا آمادگی کامل داریم,title,0,سیاسی,,,,,,,,0,
پیش‌بینی وضعیت آب و هوای تهران فردا سه شنبه ۱۹مرداد ۱۴۰۰,title,0,اجتماعی,,,,,,,,0,
نتایج آزمون وکالت سال ۹۹ امروز اعلام می‌شود/ ۷۸ درصد داوطلبان پذیرفته شدند,title,0,اجتماعی,,,,,,,,1,
تفال به حافظ امروز دوشنبه ۱۱ مهرماه ۱۴۰۱,title,0,فرهنگی و هنری,,,,,,,,0,
لزوم نظارت بر کسب و کارهای مجازی/ پرداخت حقوق بازرسان صنفی در دستور کار,title,0,اقتصادی,,,,,,,,0,
خبر مهم گروسی از تفاهم با ایران: سفر هفته گذشته متفاوت از قبل بود,title,0,سیاسی,,,,,,,,1,
(عکس) شلوار لی عتیقه ۸۷ هزار دلار فروخته شد!,title,0,علم و تکنولوژی,,,,,,,,0,
کتاب «خان طومان یا خرمشهر؟» روانه بازار نشر شد,title,0,فرهنگی و هنری,,,,,,,,0,
۲۲ درصد اراضی زراعی گلستان سنددار شد,title,0,اجتماعی,,,,,,,,0,
کمک یک میلیارد تومانی به آزادی زندانیان جرائم غیر عمد یزد,title,0,اجتماعی,,,,,,,,0,
درخشش روابط عمومی نیروگاه بندرعباس در ارزیابی سالیانه صنعت برق حرارتی کشور,title,0,اجتماعی,,,,,,,,0,
حساب بانکی با هزار تراکنش واریزی ۳۵ میلیارد تومان هم ممکن است تجاری نباشد/ نگرانی رئیس کل بانک مرکزی از مراجعه مردم به بانک‌ها برای معرفی حساب شخصی به نام تجاری! / حساب بانکی بورسی‌ها هم تجاری است؟,title,1,اقتصادی,,,,,,,,0,
قهرمانی پرسپولیس با وزیر جدید؛ کیوسک ۹ آذر,title,0,ورزشی,,,,,,,,0,
ژاپن موشک‌هایی با برد ۳هزار کیلومتر می‌سازد,title,0,سیاسی,,,,,,,,0,
فردیناند مارکوس در انتخابات ریاست جمهوری فیلیپین پیروز شد,title,0,اخبار جهان,,,,,,,,1,
قیمت آجیل شب یلدا اعلام شد | هر کیلو آجیل ممتاز چند؟,title,0,اقتصادی,,,,,,,,1,
گروگانگیری در اداره اموال تملیکی ایلام,title,0,اجتماعی,,,,,,,,0,
پاسخ مربیان کلمبیایی به یک سئوال/ چرا کی‌روش با ایران موفق شد؟,title,0,ورزشی,,,,,,,,0,
پروژه تولید بیرقدار بین اوکراین و ترکیه کلید خورد,title,0,اخبار جهان,,,,,,,,0,
رسمی؛ علیرضا ابراهیمی به پرسپولیس پیوست,title,1,ورزشی,,,,,,,,1,
(ویدئو) سانسور عجیب سریال زخم کاری؛ لاک زدن پشت گلدان!,title,0,فرهنگی و هنری,,,,,,,,0,
اطلاعیه مهم سپاه استان البرز  | تعدادی از اعضای شورای شهر کمالشهر کرج بازداشت  شدند,title,0,سیاسی,,,,,,,,1,
حضور دوباره محمدرضا حیاتی در تلویزیون نشانه چیست؟,title,0,فرهنگی و هنری,,,,,,,,0,
اوج بار ترافیکی در پایتخت/ شهروندان ترددهای خود را مدیریت کنند,title,0,اجتماعی,,,,,,,,0,
صدور پروانه‌های احداث و پایان کار ساختمانی‌در شهرکهای صنعتی استان سمنان به صورت الکترونیکی صادر می‌شود,title,0,اقتصادی,,,,,,,,0,
امیرعبداللهیان درگذشت ساعی را تسلیت گفت,title,0,سیاسی,,,,,,,,0,
پدر مژده 16ساله: به من گفتند دخترم با روسری خودش را خفه کرده اما خودم جای طناب را روی گردنش دیدم,title,0,فرهنگی و هنری,,,,,,,,0,
از اول فصل با گل‌محمدی مشکل داشتند!,title,0,ورزشی,,,,,,,,0,
فتح خرمشهر نماد پیروزی بزرگ است,title,0,سیاسی,,,,,,,,1,
توله «ایران» به خاطر اختلال ژنتیکی مرد؟,title,0,اجتماعی,,,,,,,,0,
تعداد وحشتناک کشته‌ها در ناآرامی‌های چهارشنبه | عاملان جان باختن چند انسان بی‌گناه را بشناسید,title,1,اجتماعی,,,,,,,,1,
سانسور سیدمحمد خاتمی و آیت الله هاشمی در مستند انتخاباتی مهرعلیزاده,title,0,فرهنگی و هنری,,,,,,,,0,
نرخ غذای دانشجویی ابلاغ شد/ نحوه تعیین نرخ غذای دانشجویان سنواتی,title,0,اقتصادی,,,,,,,,1,
ببینید | قیچی‌برگردان تماشایی جهانبخش در شب صعود | کامبک شیرین با درخشش ستاره ایرانی,title,0,ورزشی,,,,,,,,1,
رشد ۵۱۲ درصدی فروش اموال تملیکی در هرمزگان,title,0,اجتماعی,,,,,,,,0,
هیاهوی سحر قریشی با تایید جدایی از امیر تتلو و تاتوهای صورت اش,title,0,سیاسی,,,,,,,,0,
افول سریع امریکا در تلاش برای حفظ هژمونی,title,0,سیاسی,,,,,,,,0,
بازداشت آن زن در قم، زیبنده حوزه و روحانیت حاکم نیست,title,0,سیاسی,,,,,,,,0,
عکس| انتقاد تند به دستمزد هنگفت رونالدو,title,1,ورزشی,,,,,,,,0,
یک موفقیت بزرگ برای وایولا دیویس/ کسب لقب نادر ایگات,title,0,فرهنگی و هنری,,,,,,,,0,
ممنوعیت کاشت ناخن ۶ ماه پیش ابلاغ شد/«می‌گویند مژه کاشتن مانع وضو گرفتن است»,title,1,اجتماعی,,,,,,,,0,
منطقه ذوالفقاری در اولویت اجرای پروژه کانال دفع آبهای سطحی قرار دارد,title,0,اجتماعی,,,,,,,,0,
حل مشکل تعاونی مسکن ارتش قزوین مستلزم توافق اعضاء,title,0,اقتصادی,,,,,,,,0,
اظهارات مخالفان و موافقان قطعنامه آمریکایی درباره لغو عضویت ایران در کمیسیون مقام زن,title,1,اخبار جهان,,,,,,,,1,
ایران در حال آتش گرفتن است! | اظهارات عجیب و اپوزیسیون‌ پسند آقای دبیرکل ...,title,0,سیاسی,,,,,,,,0,
پسربچه «قصه‌های تابه‌تا» کجاست؟ |‌ مردم هنوز با زیزی‌گولو خاطره دارند,title,0,فرهنگی و هنری,,,,,,,,0,
حقوق بهمن‌ ماه و عیدی بازنشستگان کشوری واریز شد,title,1,اقتصادی,,,,,,,,1,
گزارش یک نهاد حقوق بشری در خصوص شکنجه در عربستان,title,0,سیاسی,,,,,,,,0,
۱۲ قلم جهیزیه به نوعروسان در باشت اهدا شد,title,0,اجتماعی,,,,,,,,0,
خطرناک‌ترین پدیده این روز‌های اقتصاد ایران / شری که دامن همه را می‌گیرد!,title,0,اقتصادی,,,,,,,,0,
زن، زندگی، آزادی را چگونه باید فهمید؟ | باید از روزی ترسید که...,title,0,سیاسی,,,,,,,,0,
استقلال از این گردنه سالم عبور می‌کند؟,title,0,ورزشی,,,,,,,,0,
طرز تهیه کیک یزدی لطیف و خوشمزه بازاری,title,0,اقتصادی,,,,,,,,0,
قیمت خودرو‌های ایران‌خودرو و سایپا امروز پنجشنبه ۱۸ آذر ۱۴۰۰,title,0,اقتصادی,,,,,,,,0,
چرا «مهسا امینی» به اغماء رفت؟,title,1,فرهنگی و هنری,,,,,,,,1,
حمله به روحانیون در حرم رضوی | اعلام جزئیات اعترافات و محتویات تلفن همراه ضارب,title,1,سیاسی,,,,,,,,1,
ویدئو | بارش برف در تهران | امروز بارش ها در کدام مناطق کشور بیشتر است؟,title,1,اجتماعی,,,,,,,,1,
شهاب حسینی در زندان اوین,title,0,سیاسی,,,,,,,,0,
(ویدئو) کشف فسیل نهنگ ۳۶ میلیون ساله ماقبل تاریخ,title,0,علم و تکنولوژی,,,,,,,,0,
طلسم پرسپولیس در اراک شکست/ یحیی با کمک محرم به فرهاد رسید,title,0,ورزشی,,,,,,,,1,
نخستین دوره مسابقات شطرنج جام زعفران در قاین برگزار شد,title,0,ورزشی,,,,,,,,0,
تدارک گسترده اسرائیل برای مقابله با ایران,title,1,سیاسی,,,,,,,,1,
بازدید معاون وزیر کشور از بازار تهران در روز فراخوان ضد انقلاب برای اعتصاب | با مخلان کسب‌وکار برخورد می‌شود,title,0,سیاسی,,,,,,,,0,
ببینید | تصاویر دوربین مداربسته دانشگاه آزاد از حضور دانشجونمای مسلح,title,0,سیاسی,,,,,,,,1,
خبر «فارس» از واکنش «دو مداح » به ماجرای مهسا امینی,title,0,سیاسی,,,,,,,,0,
محل تیراندازی تروریست‌ها به زوار حرم شاهچراغ شیراز | ورود فرد مسلح به شبستان امام خمینی و مضجع شریف | عامل اصلی دستگیر شد | آمار جدید شهدا و مجروحین,title,1,سیاسی,,,,,,,,1,
کشف  گوشواره مفرغی شکسته و سازه‌های حرارتی در محوطه ۱۴ سد چمشیر,title,0,اجتماعی,,,,,,,,0,
قیمت دلار در صرافی و بازار آزاد | تغییرات قیمت دلار و یورو را ببینید ؛‌ امروز ۲۵ آبان ۱۴۰۱,title,0,اقتصادی,,,,,,,,0,
انتقاد تند نماینده مجلس از  حامیان  افزایش  10 درصدی حقوق کارکنان دولت :  حقوق خودشان بالاست یا نمی دانند در بازار چه خبر است,title,1,سیاسی,,,,,,,,0,
پیشروی دلار در کانال ۲۶ هزار تومان؟,title,0,اقتصادی,,,,,,,,0,
با حاشیه‌سازان برخورد خواهیم کرد/ اجازه هیچ مداخله‌ای را نمی‌دهیم,title,0,ورزشی,,,,,,,,0,
مدال تیم ملی تنیس روی میز بانوان قطعی شد,title,0,ورزشی,,,,,,,,0,
آیا بحران اوکراین باعث آغاز جنگ جهانی سوم خواهد شد؟,title,0,سیاسی,,,,,,,,0,
رانندگان حادثه‌ساز در ایام نوروز به پلیس راهور دعوت می‌شوند,title,1,اجتماعی,,,,,,,,0,
تصاویر جذاب استارت زدن بوگاتی بولاید | صدای خارق‌العاده موتورهای هیولای ۱۶ سیلندری,title,0,علم و تکنولوژی,,,,,,,,0,
"بستری‌های ""مشکوک به کرونا"" در کرمانشاه از مرز ۴۰۰ نفر گذشت",title,0,اجتماعی,,,,,,,,0,
درباره دانشجویان شریف چه تصمیمی گرفته شد؟ | دانشجویانی که مورد ضرب و شتم و فحاشی قرار گرفته‌اند بخوانند,title,1,سیاسی,,,,,,,,1,
تراکتور با سه خرید خمز مدعی قهرمانی می‌شود؟,title,0,ورزشی,,,,,,,,0,
اینفوگرافیک | واقعیتی که خودروسازان از مردم پنهان می‌کنند,title,0,علم و تکنولوژی,,,,,,,,0,
پنت هاوس های ۱۲۰ میلیاردی در تهران | جدول قیمت پنت هاوس‌ها در تهران,title,0,اقتصادی,,,,,,,,0,
تبدیل یزد به یک کارگاه عمرانی بزرگ/تزریق ۱۵۰۰میلیارد تومان به یزد,title,0,اقتصادی,,,,,,,,1,
پیش‌بینی افزایش ۲۰ درصدی سفرها در نوروز ۱۴۰۲,title,0,اجتماعی,,,,,,,,1,
شرایط رجیستری تلفن همراه مسافر تغییر کرد | جزئیات اعلام شد,title,0,اقتصادی,,,,,,,,0,
(تصاویر) وقتی هیوندای به فکر شهرسازی می‌افتد!,title,0,علم و تکنولوژی,,,,,,,,0,
ادعای عجیب؛ بازیکن ۳۵ ساله در راه استقلال!/عکس,title,0,ورزشی,,,,,,,,0,
واتساپ نظرسنجی گذاشت / عکس,title,0,علم و تکنولوژی,,,,,,,,1,
رونالدو: در لحظه سخت دوستان واقعی را شناختم,title,0,ورزشی,,,,,,,,0,
سعید مظفری‌زاده: پرسپولیس به خاطر نبود VAR ضرر کرد!,title,0,ورزشی,,,,,,,,0,
مخالفت برخی کشورها با ذکر هدف محدود کردن گرمایش جهانی در متن COP۲۷,title,0,سیاسی,,,,,,,,0,
از شک به یک نفوذی تا  بازجویی از یک مامور ساواک  | ماندگارترین سکانس های بازجویی در سینمای ایران,title,0,فرهنگی و هنری,,,,,,,,0,
برندگان خوش شانس ایران خودرو مشخص شدند | جزئیات ثبت نامی‌ها و خودروها,title,1,اقتصادی,,,,,,,,1,
درخواست نمایندگان برای دعوت از رییس جمهور برای حضور در جلسه ارزی مجلس,title,0,سیاسی,,,,,,,,0,
داعش علیه مقاومت اعلام جنگ کرد,title,0,اخبار جهان,,,,,,,,0,
(تصاویر) فرار غیرنظامیان افغان از جهنم طالبان,title,1,سیاسی,,,,,,,,0,
(تصاویر) موتورسیکلت برقی جدید و ارزان قیمت هوندا,title,0,علم و تکنولوژی,,,,,,,,1,
جزئیات تجمعات اعتراضی شب گذشته در نقاط مختلف تهران | از شعارهای تند تا شکستن شیشه خودروها | لیدرهای آشوبگر دستگیر شدند,title,0,سیاسی,,,,,,,,1,
یک پرسپولیسی ترمز استقلال را کشید | آبی ها در کورس قهرمانی جا ماندند,title,1,ورزشی,,,,,,,,0,
انهدام سه تیم تروریستی توسط سپاه پاسداران,title,0,سیاسی,,,,,,,,1,
شانس مسی برای تکمیل یک سه‌گانه منحصر به فرد,title,0,ورزشی,,,,,,,,0,
از بیکاری ۲ میلیون کارگر ایرانی به خاطر کرونا تا ردیابی همه واکسن‌ها,title,1,اجتماعی,,,,,,,,0,
مپنا در شهرک پتروشیمی مکران نیروگاه می‌سازد,title,0,اقتصادی,,,,,,,,0,
شرط جدید و مهم برای خرید خودرو از بورس,title,0,اقتصادی,,,,,,,,1,
واکنش زاکانی به حواشی اردوی بهشت‌ زهراگردی | گلزار شهدای بهشت زهرا (س) به یک مکان علم آموزی تبدیل خواهد شد,title,0,اجتماعی,,,,,,,,0,
"برگزاری آیین رونمایی از جشنواره فرهنگی گردشگری "" ماه عسل کیش""",title,0,اجتماعی,,,,,,,,0,
میزان تسهیلات فرزندآوری تا فرزند پنجم و به بعدش تعیین شد | وام فرزندآوری به چه کسانی تعلق می‌گیرد؟,title,1,سیاسی,,,,,,,,1,
خبر مهم عضو شورای عالی کار درباره حقوق کارگران/ فرمول تعیین نرخ دستمزد تغییر کرد,title,1,اقتصادی,,,,,,,,1,
تأمین منافع ملی و امنیت کشور خط قرمز ما است,title,0,سیاسی,,,,,,,,0,
تصاویر گونه منقرض شده انسان که در لهستان کشف شد | ویژگی این انسان‌ها چه بود؟,title,1,علم و تکنولوژی,,,,,,,,0,
اولین واکنش کتائب سیدالشهداء عراق به حمله آمریکا,title,0,اخبار جهان,,,,,,,,0,
کشف محموله ۴ هزار تن پسته توسط گشت‌های ویژه تعزیرات,title,0,اجتماعی,,,,,,,,0,
(تصاویر) مادر و نوزاد ۲۹ ساعت پس از زلزله از زیر آوار نجات یافتند,title,0,سیاسی,,,,,,,,0,
هجدهمین دوره آزمون های ارزیابی و اعطای مدرک تخصصی به حافظان قرآن کریم برگزار می شود,title,0,فرهنگی و هنری,,,,,,,,0,
لیگ قهرمانان | پیروزی دوباره چلسی برابر میلان | شکست غیرمنتظره یوونتوس و تساوی کهکشانی ها,title,1,ورزشی,,,,,,,,1,
به آتش کشیده شدن یک مسجد در یزد توسط افراد ناشناس,title,0,اجتماعی,,,,,,,,0,
روایت اللهیار صیادمنش از زلزله ترکیه و وضعیت خانواده همسرش,title,0,اجتماعی,,,,,,,,0,
قیمت دلار و یورو در آخرین روز بهمن چقدر شد؟,title,0,اقتصادی,,,,,,,,0,
قیمت های عجیب تسبیح,title,0,اجتماعی,,,,,,,,0,
قیمت‌ها در بازار ارز دیجیتال چهارشنبه ۲۹ تیر؛ زمستان بیت‌کوین به پایان رسید؟,title,0,اقتصادی,,,,,,,,0,
گفتگوی صریح نخبگان با اژه ای | درباره اتفاقات اخیر اگر به دنبال منشا نرویم دوباره تکرار می شود | متخصصان و نخبگان چه گفتند؟,title,0,سیاسی,,,,,,,,0,
قطع ناگهانی توزیع بنزین در جایگاه های سوخت,title,1,اقتصادی,,,,,,,,1,
عکس| شما یادتان نمی‌آید؛ یک زمانی در بوفه مدارس کیک با قرص پیدا می‌شد!,title,0,اجتماعی,,,,,,,,0,
جزییات قرارداد مالی شهرداری تهران با یاسر هاشمی,title,0,اجتماعی,,,,,,,,0,
تصاویری از محو شدن ایرباس ۳۸۰ لحظاتی پس از برخاستن از زمین!,title,0,علم و تکنولوژی,,,,,,,,0,
اعتصاب غذای ۱۳۰روزه اسیر فلسطینی/طرح ایجاد ۳ شهرک در کرانه باختری,title,0,اخبار جهان,,,,,,,,0,
خداحافظی با زمین و خانه قولنامه‌ای/ هشدار رئیس سازمان ثبت اسناد و املاک کشور به زمین داران,title,0,اقتصادی,,,,,,,,0,
(ویدئو) ملاقات بحث برانگیز نصرت با مادرش؛ عینکت را بردار!,title,0,ورزشی,,,,,,,,0,
رونمایی از BMW XM | تصاویر این شاسی‌بلند هیجان‌انگیز را ببینید,title,0,علم و تکنولوژی,,,,,,,,1,
چرا بورس به مصوبات جلسات سران قوه روی خوش نشان نداد؟,title,0,اقتصادی,,,,,,,,0,
رفع فیلتر ۳ پلتفرم | اطلاعیه وزارت ارتباطات و فناوری اطلاعات,title,1,علم و تکنولوژی,,,,,,,,1.,
تخصیص ۲ میلیارد ریال اعتبار برای دهمین جشنواره تئاتر البرز,title,0,فرهنگی و هنری,,,,,,,,0,
فدراسیون فوتبال عربستان پیشنهاد ایران را رد کرد,title,1,ورزشی,,,,,,,,0,
دستور مخبر به سازمان برنامه و بودجه برای پرداخت منابع مالی در هفته آینده / دریافت کنندگان چه کسانی هستند؟,title,0,سیاسی,,,,,,,,0,
(تصاویر) کارزار جوانان غزه برای پاکسازی خیابان‌های جنگ زده,title,0,سیاسی,,,,,,,,0,
ترافیک سنگین در آزادراه کرج - قزوین,title,0,اجتماعی,,,,,,,,0,
صدور ۳۵۹ فقره جواز تاسیس با امکان سرمایه‌گذاری ۱۱ هزار میلیارد تومانی,title,0,اجتماعی,,,,,,,,0,
طالبان ۲۶ تانکر سوخت ایران را پس فرستاد,title,0,اخبار جهان,,,,,,,,0,
ایجاد کمپ های ورزشی شاه کلید توسعه گردشگری و اقتصادی کیش,title,0,اجتماعی,,,,,,,,0,
چهار روایت کمیک‌موشن از عباس دوران، مهدی باکری، مصطفی چمران و حسن باقری,title,0,فرهنگی و هنری,,,,,,,,0,
ببینید | تصاویر دوربین مدار بسته اقدامات مجرمانه ماهان صدرات | لحظه فرو کردن چاقو به بدن یک شهروند عادی,title,0,اجتماعی,,,,,,,,1,
بازیکن هندبال ایران پناهندگی‌اش را تایید کرد,title,0,ورزشی,,,,,,,,0,
